# n_sightlines = 10000
# dX = 37.252272 Mpc (comoving)
# redshift = 2.002028
# n_absorbers = 9944
# beta_fit = 0.568666
# f_N_HI units: [Mpc^-1] (comoving)
#
log10_N_HI,f_N_HI,counts,delta_log_N,bin_center
1.211141e+01,3.089744e-02,2302,2.000000e-01,1.292447e+12
1.231141e+01,2.222683e-02,1656,2.000000e-01,2.048390e+12
1.251141e+01,1.821365e-02,1357,2.000000e-01,3.246479e+12
1.271141e+01,1.393204e-02,1038,2.000000e-01,5.145323e+12
1.291141e+01,9.771216e-03,728,2.000000e-01,8.154787e+12
1.311141e+01,7.355256e-03,548,2.000000e-01,1.292447e+13
1.331141e+01,5.328534e-03,397,2.000000e-01,2.048390e+13
1.351141e+01,4.187664e-03,312,2.000000e-01,3.246479e+13
1.371141e+01,3.288390e-03,245,2.000000e-01,5.145323e+13
1.391141e+01,2.630712e-03,196,2.000000e-01,8.154787e+13
1.411141e+01,2.456226e-03,183,2.000000e-01,1.292447e+14
1.431141e+01,1.771704e-03,132,2.000000e-01,2.048390e+14
1.451141e+01,1.865658e-03,139,2.000000e-01,3.246479e+14
1.471141e+01,1.369044e-03,102,2.000000e-01,5.145323e+14
1.491141e+01,1.261668e-03,94,2.000000e-01,8.154787e+14
1.511141e+01,1.006650e-03,75,2.000000e-01,1.292447e+15
1.531141e+01,6.711000e-04,50,2.000000e-01,2.048390e+15
1.551141e+01,5.637240e-04,42,2.000000e-01,3.246479e+15
1.571141e+01,6.039900e-04,45,2.000000e-01,5.145323e+15
1.591141e+01,4.160820e-04,31,2.000000e-01,8.154787e+15
1.611141e+01,2.952840e-04,22,2.000000e-01,1.292447e+16
1.631141e+01,2.281740e-04,17,2.000000e-01,2.048390e+16
1.651141e+01,3.221280e-04,24,2.000000e-01,3.246479e+16
1.671141e+01,3.892380e-04,29,2.000000e-01,5.145323e+16
1.691141e+01,1.610640e-04,12,2.000000e-01,8.154787e+16
1.711141e+01,1.744860e-04,13,2.000000e-01,1.292447e+17
1.731141e+01,1.476420e-04,11,2.000000e-01,2.048390e+17
1.751141e+01,1.744860e-04,13,2.000000e-01,3.246479e+17
1.771141e+01,1.476420e-04,11,2.000000e-01,5.145323e+17
1.791141e+01,1.073760e-04,8,2.000000e-01,8.154787e+17
1.811141e+01,2.013300e-04,15,2.000000e-01,1.292447e+18
1.831141e+01,1.476420e-04,11,2.000000e-01,2.048390e+18
1.851141e+01,9.395400e-05,7,2.000000e-01,3.246479e+18
1.871141e+01,1.879080e-04,14,2.000000e-01,5.145323e+18
1.891141e+01,1.879080e-04,14,2.000000e-01,8.154787e+18
1.911141e+01,1.744860e-04,13,2.000000e-01,1.292447e+19
1.931141e+01,6.711000e-05,5,2.000000e-01,2.048390e+19
1.951141e+01,1.207980e-04,9,2.000000e-01,3.246479e+19
1.971141e+01,6.711000e-05,5,2.000000e-01,5.145323e+19
1.991141e+01,9.395400e-05,7,2.000000e-01,8.154787e+19
2.011141e+01,8.053200e-05,6,2.000000e-01,1.292447e+20
2.031141e+01,5.368800e-05,4,2.000000e-01,2.048390e+20
2.051141e+01,0.000000e+00,0,2.000000e-01,3.246479e+20
2.071141e+01,2.684400e-05,2,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,2.000000e-01,8.154787e+21
